Word,SS,Lw,Ec,Ci,At,Li,EE,ME,Sp,Me,mean,,,
replaced,0.412655294,0.249972567,0.239782229,0.259036213,0.246830538,0.270509928,0.446587503,0.419038862,0.300169826,0.206307903,0.305089086,,,
virus,0.869599938,0.816267312,0.629517674,0.706105292,0.831189513,0.742767453,0.879648626,0.783616483,0.643047154,0.771479487,0.767323893,,,
2002,0.413794845,0.39147678,0.374683648,0.391440988,0.403837949,0.420348316,0.458950639,0.519526422,0.332732767,0.329949468,0.403674182,,,
calculus,0.781301558,0.624898553,0.521442711,0.298757464,0.533647299,0.548217118,0.819783688,0.738725066,0.514311016,0.463282228,0.58443667,,,
phenomenon,0.834946692,0.730555594,0.543297946,0.587244332,0.585666478,0.547919393,0.764059186,0.747921646,0.561833858,0.628139734,0.653158486,,,
faster,0.588533223,0.64015013,0.373352945,0.424499422,0.598649919,0.515334249,0.778447688,0.696107984,0.445558786,0.459842652,0.5520477,,,
lack,0.634756982,0.455436468,0.480222881,0.49320364,0.417382747,0.511364937,0.601160049,0.568065405,0.547228456,0.464171708,0.517299327,,,
distinct,0.604941607,0.443087757,0.295036584,0.422259539,0.414930433,0.396087259,0.52443552,0.539321005,0.37677142,0.451513052,0.446838418,,,
whole,0.531277418,0.334650248,0.164996341,0.250643432,0.315779686,0.311322004,0.291926175,0.356595248,0.210116848,0.285778582,0.305308598,,,
took,0.42892468,0.345536441,0.293768853,0.234315351,0.312704533,0.400806367,0.403123379,0.421369404,0.318524092,0.384356439,0.354342954,,,
actual,0.512975752,0.253222317,0.285064191,0.250655681,0.388970912,0.412819386,0.47937122,0.424045682,0.354756951,0.290439844,0.365232193,,,
month,0.578154624,0.527374685,0.452593565,0.458560377,0.508856177,0.547541916,0.570505023,0.558542967,0.446665853,0.526852548,0.517564774,,,
limit,0.511310279,0.346664488,0.218080163,0.342840999,0.336076379,0.325211883,0.549161255,0.463480026,0.306769848,0.362392575,0.376198789,,,
paul,0.563196838,0.447692305,0.518146276,0.451848447,0.423549712,0.460917562,0.632912576,0.587208986,0.418511957,0.494749367,0.499873403,,,
experiment,0.765173316,0.654631734,0.465279043,0.498902977,0.450885028,0.543730557,0.74105829,0.74862653,0.535366535,0.667726934,0.607138094,,,
pdf,0.621815026,0.533234358,0.463866383,0.465487808,0.503892004,0.51097393,0.598375916,0.616557956,0.566313863,0.50130266,0.53818199,,,
throughout,0.559927881,0.408586085,0.354456723,0.444355875,0.391032696,0.512390852,0.534321487,0.548841238,0.459163576,0.448762357,0.466183877,,,
equipment,0.827531338,0.669346392,0.644722819,0.519791186,0.607948184,0.670706451,0.774268031,0.732152462,0.491577625,0.638933361,0.657697785,,,
1980s,0.688210666,0.583807409,0.590501964,0.55496043,0.603030622,0.523219049,0.650178134,0.583330274,0.539525926,0.548973858,0.586573833,,,
party,0.758287132,0.558187366,0.646860242,0.596166432,0.66970557,0.585934937,0.708716631,0.721409976,0.735246956,0.69973737,0.668025261,,,
account,0.564528584,0.347650349,0.31410104,0.308950961,0.423793107,0.342322409,0.422151715,0.433722794,0.412986934,0.310142577,0.388035047,,,
beginning,0.431337088,0.324477464,0.312113076,0.256898612,0.321201414,0.367719531,0.350742191,0.360732228,0.279758126,0.320232779,0.332521251,,,
primarily,0.51912421,0.266540825,0.386762649,0.30680424,0.26836428,0.370783746,0.474573165,0.406839013,0.345198512,0.364646137,0.370963678,,,
construct,0.417277545,0.354729384,0.194211528,0.167075679,0.373043895,0.272614181,0.518630564,0.397976577,0.294920772,0.287987232,0.327846736,,,
represents,0.467621237,0.394833773,0.257007569,0.356868804,0.318850517,0.325002313,0.568244636,0.458268791,0.437294453,0.322520077,0.390651217,,,
mellon,0.932304323,0.613360941,0.420262814,0.682248294,0.652806699,0.677972257,0.901169777,0.755660176,0.616978347,0.708646357,0.696140999,,,
actually,0.426187932,0.309734523,0.149240479,0.278023899,0.305022806,0.252369881,0.366659939,0.283568591,0.243617862,0.285145283,0.28995712,,,
increased,0.723596513,0.625698328,0.579547644,0.564087868,0.698395669,0.706815004,0.707692325,0.652750552,0.561885536,0.591475666,0.64119451,,,
ranked,0.882896721,0.776246846,0.777156174,0.721945465,0.700161219,0.731032252,0.889288485,0.881547153,0.748046875,0.8602615,0.796858269,,,
concerned,0.692727983,0.380663842,0.444775879,0.443106323,0.480471969,0.499796361,0.638270557,0.649564743,0.44511503,0.504700363,0.517919305,,,
typical,0.548875034,0.360954434,0.305403888,0.28916052,0.390551329,0.300340354,0.582651198,0.512891889,0.325133681,0.367148876,0.39831112,,,
Avg,0.628798782,0.49968189,0.440427006,0.440427554,0.497394979,0.49197639,0.619009276,0.601076632,0.453122821,0.497049134,0.516896446,,,
1-Avg,0.371201218,0.50031811,0.559572994,0.559572446,0.502605021,0.50802361,0.380990724,0.398923368,0.546877179,0.502950866,0.483103554,,,
V/W,0.023,0.0212,0.0171,0.0159,0.0258,0.0316,0.036,0.0346,0.0279,0.0243,,,,
(1-avg)*(V/W),0.008537628,0.010606744,0.009568698,0.008897202,0.01296721,0.016053546,0.013715666,0.013802749,0.015257873,0.012221706,max,0.016053546,min,0
Normalized,0.53182194,0.660710342,0.596048882,0.554220348,0.807747365,1,0.854369869,0.85979437,0.950436323,0.761308809,,,,
1/4 Normalized,0.132955485,0.165177586,0.149012221,0.138555087,0.201936841,0.25,0.213592467,0.214948593,0.237609081,0.190327202,,,,
Round 1/4 Norm,0.133,0.1652,0.149,0.1386,0.2019,0.25,0.2136,0.2149,0.2376,0.1903,,,,
Round Norm,0.5318,0.6607,0.596,0.5542,0.8077,1,0.8544,0.8598,0.9504,0.7613,,,,
